experiment_id,transcript_id,model_name,technique_name,total_ground_truth,total_extracted,exact_matches
876,26,MedGemma 4B,few-shot,3,4,3
877,27,MedGemma 4B,few-shot,7,7,6
878,28,MedGemma 4B,few-shot,11,6,5
879,29,MedGemma 4B,few-shot,9,0,0
880,30,MedGemma 4B,few-shot,12,12,7
881,31,MedGemma 4B,few-shot,5,7,0
882,32,MedGemma 4B,few-shot,8,0,0
883,33,MedGemma 4B,few-shot,8,7,1
884,34,MedGemma 4B,few-shot,7,7,4
885,35,MedGemma 4B,few-shot,11,6,4
886,36,MedGemma 4B,few-shot,6,6,5
887,37,MedGemma 4B,few-shot,8,8,7
888,38,MedGemma 4B,few-shot,4,9,3
889,39,MedGemma 4B,few-shot,6,8,1
890,40,MedGemma 4B,few-shot,9,10,3
891,41,MedGemma 4B,few-shot,8,8,0
892,42,MedGemma 4B,few-shot,9,14,0
893,43,MedGemma 4B,few-shot,9,0,0
894,44,MedGemma 4B,few-shot,9,8,7
895,45,MedGemma 4B,few-shot,8,0,0
896,46,MedGemma 4B,few-shot,7,0,0
897,47,MedGemma 4B,few-shot,10,0,0
898,48,MedGemma 4B,few-shot,6,0,0
899,49,MedGemma 4B,few-shot,5,5,0
900,50,MedGemma 4B,few-shot,9,8,6
901,1,MedGemma 4B,chain-of-thought,6,14,6
902,2,MedGemma 4B,chain-of-thought,1,3,1
903,3,MedGemma 4B,chain-of-thought,3,6,2
904,4,MedGemma 4B,chain-of-thought,4,8,4
905,5,MedGemma 4B,chain-of-thought,4,7,4
906,6,MedGemma 4B,chain-of-thought,3,6,2
907,7,MedGemma 4B,chain-of-thought,3,8,3
908,8,MedGemma 4B,chain-of-thought,3,10,2
909,9,MedGemma 4B,chain-of-thought,3,7,2
910,10,MedGemma 4B,chain-of-thought,3,6,2
911,11,MedGemma 4B,chain-of-thought,4,7,4
912,12,MedGemma 4B,chain-of-thought,4,0,0
913,13,MedGemma 4B,chain-of-thought,5,8,5
914,14,MedGemma 4B,chain-of-thought,3,8,2
915,15,MedGemma 4B,chain-of-thought,2,5,0
916,16,MedGemma 4B,chain-of-thought,3,11,2
917,17,MedGemma 4B,chain-of-thought,3,3,1
918,18,MedGemma 4B,chain-of-thought,3,8,3
919,19,MedGemma 4B,chain-of-thought,3,6,2
920,20,MedGemma 4B,chain-of-thought,2,5,0
921,21,MedGemma 4B,chain-of-thought,4,4,1
922,22,MedGemma 4B,chain-of-thought,17,17,12
923,23,MedGemma 4B,chain-of-thought,7,6,2
924,24,MedGemma 4B,chain-of-thought,7,11,4
925,25,MedGemma 4B,chain-of-thought,4,4,1
926,26,MedGemma 4B,chain-of-thought,3,3,3
927,27,MedGemma 4B,chain-of-thought,7,7,7
928,28,MedGemma 4B,chain-of-thought,11,7,8
929,29,MedGemma 4B,chain-of-thought,9,10,6
930,30,MedGemma 4B,chain-of-thought,12,12,6
931,31,MedGemma 4B,chain-of-thought,5,6,3
932,32,MedGemma 4B,chain-of-thought,8,8,7
933,33,MedGemma 4B,chain-of-thought,8,9,8
934,34,MedGemma 4B,chain-of-thought,7,7,6
935,35,MedGemma 4B,chain-of-thought,11,11,11
936,36,MedGemma 4B,chain-of-thought,6,7,0
937,37,MedGemma 4B,chain-of-thought,8,7,7
938,38,MedGemma 4B,chain-of-thought,4,7,1
939,39,MedGemma 4B,chain-of-thought,6,8,1
940,40,MedGemma 4B,chain-of-thought,9,9,9
941,41,MedGemma 4B,chain-of-thought,8,6,0
942,42,MedGemma 4B,chain-of-thought,9,7,1
943,43,MedGemma 4B,chain-of-thought,9,9,9
944,44,MedGemma 4B,chain-of-thought,9,9,9
945,45,MedGemma 4B,chain-of-thought,8,8,6
946,46,MedGemma 4B,chain-of-thought,7,7,6
947,47,MedGemma 4B,chain-of-thought,10,10,10
948,48,MedGemma 4B,chain-of-thought,6,5,0
949,49,MedGemma 4B,chain-of-thought,5,0,0
950,50,MedGemma 4B,chain-of-thought,9,9,5
951,1,MedGemma 4B,structured-output,6,14,5
952,2,MedGemma 4B,structured-output,1,1,1
953,3,MedGemma 4B,structured-output,3,6,1
954,4,MedGemma 4B,structured-output,4,7,4
955,5,MedGemma 4B,structured-output,4,7,4
956,6,MedGemma 4B,structured-output,3,5,2
957,7,MedGemma 4B,structured-output,3,7,0
958,8,MedGemma 4B,structured-output,3,6,0
959,9,MedGemma 4B,structured-output,3,6,1
960,10,MedGemma 4B,structured-output,3,5,3
961,11,MedGemma 4B,structured-output,4,5,3
962,12,MedGemma 4B,structured-output,4,12,3
963,13,MedGemma 4B,structured-output,5,8,5
964,14,MedGemma 4B,structured-output,3,8,2
965,15,MedGemma 4B,structured-output,2,2,1
966,16,MedGemma 4B,structured-output,3,11,2
967,17,MedGemma 4B,structured-output,3,3,0
968,18,MedGemma 4B,structured-output,3,9,3
969,19,MedGemma 4B,structured-output,3,5,0
970,20,MedGemma 4B,structured-output,2,5,0
971,21,MedGemma 4B,structured-output,4,0,0
972,22,MedGemma 4B,structured-output,17,15,11
973,23,MedGemma 4B,structured-output,7,6,2
974,24,MedGemma 4B,structured-output,7,6,4
975,25,MedGemma 4B,structured-output,4,4,1
976,26,MedGemma 4B,structured-output,3,3,2
977,27,MedGemma 4B,structured-output,7,5,0
978,28,MedGemma 4B,structured-output,11,7,8
979,29,MedGemma 4B,structured-output,9,8,5
980,30,MedGemma 4B,structured-output,12,12,7
981,31,MedGemma 4B,structured-output,5,5,3
982,32,MedGemma 4B,structured-output,8,8,1
983,33,MedGemma 4B,structured-output,8,9,7
984,34,MedGemma 4B,structured-output,7,7,5
985,35,MedGemma 4B,structured-output,11,10,10
986,36,MedGemma 4B,structured-output,6,5,5
987,37,MedGemma 4B,structured-output,8,8,7
988,38,MedGemma 4B,structured-output,4,4,3
989,39,MedGemma 4B,structured-output,6,14,1
990,40,MedGemma 4B,structured-output,9,6,0
991,41,MedGemma 4B,structured-output,8,0,0
992,42,MedGemma 4B,structured-output,9,7,1
993,43,MedGemma 4B,structured-output,9,9,9
994,44,MedGemma 4B,structured-output,9,9,0
995,45,MedGemma 4B,structured-output,8,7,6
996,46,MedGemma 4B,structured-output,7,6,5
997,47,MedGemma 4B,structured-output,10,9,7
998,48,MedGemma 4B,structured-output,6,6,3
999,49,MedGemma 4B,structured-output,5,5,4
1000,50,MedGemma 4B,structured-output,9,9,8
1001,22,Llama 3.2 3B Instruct,zero-shot,17,15,12
1002,29,Gemma-SEA-LION v4 4B,chain-of-thought,9,0,0
1003,11,MedGemma 4B,zero-shot,4,7,0
1004,28,MedGemma 4B,zero-shot,11,9,0
1005,40,MedGemma 4B,zero-shot,9,9,0
1006,47,MedGemma 4B,zero-shot,10,8,0
1007,29,Gemma-SEA-LION v4 4B,chain-of-thought,9,0,0
1008,9,Qwen 2.5 3B Instruct,chain-of-thought,3,1,0
1009,22,Qwen 2.5 3B Instruct,chain-of-thought,17,1,0
1010,27,Qwen 2.5 3B Instruct,chain-of-thought,7,1,0
1011,46,Qwen 2.5 3B Instruct,chain-of-thought,7,6,0
1012,42,Gemma-SEA-LION v4 4B,zero-shot,9,10,0
